time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461450000	-24.1644	-6.91661	4.7253	2.37408	-0.519917	radar	1.96592	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.3379	-6.63751	4.93304	2.30801	-0.567133	lidar	3.09895	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.5044	-6.46218	4.86765	2.27667	-0.580169	radar	3.49605	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.587	-6.35662	4.60009	2.26037	-0.563073	lidar	5.15004	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.7269	-6.17389	4.61013	2.23153	-0.562159	radar	0.308929	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-24.9177	-5.94767	4.77233	2.20194	-0.565629	lidar	2.93732	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.0499	-5.73958	4.80791	2.17045	-0.565973	radar	1.84667	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.1789	-5.57834	4.7219	2.15324	-0.552806	lidar	0.311655	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.334	-5.38702	4.80689	2.14554	-0.51661	radar	1.30383	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.4842	-5.14715	4.91573	2.11529	-0.522678	lidar	0.585882	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.6144	-4.97094	4.90999	2.11243	-0.4794	radar	6.25675	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.7244	-4.81551	4.76783	2.09982	-0.465314	lidar	0.584269	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.8461	-4.6052	4.799	2.08001	-0.457117	radar	0.177868	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9642	-4.34506	4.91459	2.04563	-0.471224	lidar	0.450629	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.0722	-4.12547	4.80939	2.00154	-0.523759	radar	11.193	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1697	-3.81819	5.0124	1.95457	-0.548857	lidar	1.54141	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.2433	-3.57855	4.94436	1.90309	-0.601686	radar	3.46084	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.2705	-3.31589	4.96478	1.85204	-0.624321	lidar	4.21229	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.3205	-3.0684	4.95306	1.80669	-0.651779	radar	0.420182	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.3406	-2.85249	4.86183	1.76782	-0.658103	lidar	1.54145	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.3977	-2.63278	4.82844	1.74685	-0.638172	radar	1.49202	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.4665	-2.52529	4.51323	1.7428	-0.60842	lidar	5.45486	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.5214	-2.2963	4.55452	1.7267	-0.580095	radar	1.1534	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.5698	-2.10948	4.46414	1.70765	-0.569369	lidar	0.801693	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.6006	-1.88016	4.49723	1.68892	-0.544684	radar	2.11786	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.6011	-1.60936	4.60978	1.64925	-0.558228	lidar	1.3617	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.5977	-1.39124	4.56796	1.60699	-0.586907	radar	1.54981	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.6024	-1.15494	4.58931	1.57704	-0.587553	lidar	0.0113097	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.6314	-0.940699	4.55603	1.56265	-0.567344	radar	5.08966	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6444	-0.665005	4.68791	1.5393	-0.561724	lidar	0.805741	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.6319	-0.419414	4.72805	1.50066	-0.587857	radar	2.31026	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.5878	-0.0862455	4.98551	1.46131	-0.597621	lidar	2.51225	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.5681	0.16188	4.99443	1.43255	-0.601364	radar	2.75609	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.544	0.476172	5.17318	1.40891	-0.593652	lidar	1.04646	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.5322	0.721531	5.12159	1.40136	-0.553776	radar	1.88888	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.5239	1.00687	5.20535	1.38873	-0.537762	lidar	2.43423	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.4851	1.28628	5.23197	1.38303	-0.488623	radar	6.71582	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4291	1.49447	5.10641	1.35418	-0.49397	lidar	0.434256	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.3907	1.70096	4.97044	1.33991	-0.472311	radar	8.70666	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.3381	1.88182	4.81032	1.31401	-0.475692	lidar	0.613842	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.2703	2.10875	4.81123	1.2849	-0.487364	radar	0.264638	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.2113	2.27599	4.64371	1.25843	-0.490803	lidar	0.710405	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1493	2.48946	4.58635	1.24512	-0.465693	radar	0.690169	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.0694	2.74627	4.69233	1.22517	-0.461157	lidar	0.275512	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.975	2.9693	4.7696	1.18407	-0.503725	radar	2.89506	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8676	3.28185	5.01421	1.16665	-0.492776	lidar	1.4903	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.784	3.51639	5.01774	1.14842	-0.486499	radar	2.1276	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.6805	3.70144	4.91037	1.11799	-0.494333	lidar	0.32832	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.5646	3.90558	4.88771	1.08673	-0.505066	radar	1.1351	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.5029	4.06129	4.69862	1.06845	-0.500444	lidar	3.62378	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.3813	4.25588	4.68925	1.03811	-0.508775	radar	0.56444	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.2171	4.4945	4.81957	1.00683	-0.512868	lidar	2.18183	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.0681	4.68468	4.7487	0.981225	-0.499293	radar	8.93468	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.951	4.87737	4.72462	0.960785	-0.494926	lidar	0.389402	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.7955	5.06538	4.72981	0.930188	-0.499988	radar	2.31555	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.622	5.29875	4.86561	0.9075	-0.494818	lidar	1.01546	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.4487	5.48303	4.9491	0.866561	-0.525994	radar	0.83701	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2602	5.65668	4.95234	0.829367	-0.537564	lidar	1.20997	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.0956	5.81693	4.94595	0.793857	-0.555269	radar	3.14763	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.9221	5.97349	4.90719	0.761513	-0.561085	lidar	0.063816	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.7833	6.14363	4.65153	0.762716	-0.500048	radar	4.39374	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6201	6.29616	4.63047	0.737417	-0.50092	lidar	0.0426611	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.4754	6.45298	4.52727	0.726063	-0.477245	radar	1.474	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.2367	6.71495	4.84058	0.723609	-0.446015	lidar	4.67404	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.0445	6.84766	4.77229	0.693516	-0.45023	radar	5.47174	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.8267	7.03239	4.88555	0.67522	-0.442913	lidar	0.999063	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.6137	7.16997	4.93998	0.639825	-0.463581	radar	1.54653	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4315	7.30884	4.90144	0.61798	-0.463094	lidar	0.320985	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.1954	7.45276	5.11553	0.577555	-0.499385	radar	2.16695	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.0121	7.61265	5.10158	0.567143	-0.483988	lidar	2.12586	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8282	7.78546	4.96175	0.574344	-0.4308	radar	5.76543	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6226	7.92398	4.96511	0.555608	-0.427684	lidar	0.0465863	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4352	8.05134	4.88096	0.54094	-0.416531	radar	1.61059	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.2249	8.06358	4.70528	0.47797	-0.466568	lidar	4.39212	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.0398	8.19801	4.51763	0.480465	-0.419749	radar	5.43038	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8632	8.35685	4.55646	0.485325	-0.390456	lidar	3.21022	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.6157	8.47714	4.78756	0.457083	-0.410818	radar	4.91991	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.3549	8.63315	4.94161	0.451246	-0.390617	lidar	1.49452	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.1622	8.75359	4.76224	0.452292	-0.352397	radar	1.60714	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9694	8.85035	4.71475	0.435194	-0.353037	lidar	0.490738	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7788	8.95093	4.5736	0.428591	-0.331154	radar	0.882331	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5603	9.02536	4.56713	0.402837	-0.341386	lidar	0.481487	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.3152	9.13745	4.73197	0.387638	-0.343538	radar	4.88616	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.0144	9.25027	4.91706	0.371877	-0.337444	lidar	6.31292	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.8007	9.32945	4.88882	0.352238	-0.342841	radar	1.63135	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5357	9.44413	4.99533	0.345193	-0.329093	lidar	0.789339	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.2636	9.48645	5.17885	0.29713	-0.380268	radar	5.13624	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-17.9496	9.63754	5.39764	0.305295	-0.344916	lidar	2.53075	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.7003	9.74054	5.25087	0.30957	-0.303709	radar	3.09424	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.4213	9.84989	5.34249	0.305247	-0.289529	lidar	0.454066	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.1666	9.93749	5.35799	0.294116	-0.286277	radar	0.363865	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.8922	10.0593	5.44462	0.297395	-0.265032	lidar	0.504935	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.6306	10.1366	5.44368	0.283866	-0.265014	radar	0.0237776	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.3919	10.2284	5.41644	0.278641	-0.25694	lidar	1.15156	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.1268	10.3078	5.46208	0.266064	-0.259645	radar	0.409029	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.916	10.3011	5.27185	0.224934	-0.294719	lidar	1.57729	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.6694	10.3647	5.20954	0.216068	-0.283747	radar	0.207283	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.4748	10.3311	5.00127	0.168854	-0.325331	lidar	2.08372	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.1597	10.378	5.33447	0.143838	-0.347601	radar	7.6566	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.8993	10.4278	5.33837	0.132072	-0.341123	lidar	0.181486	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.6685	10.4505	5.04615	0.123196	-0.313709	radar	6.33842	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4428	10.4035	4.93707	0.0760992	-0.352291	lidar	2.0945	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.1845	10.4239	4.96582	0.0599684	-0.349866	radar	0.563687	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.8541	10.5971	5.23815	0.111462	-0.262972	lidar	7.89236	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.6048	10.6518	5.08421	0.119349	-0.223757	radar	1.69233	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.3668	10.6434	5.02897	0.09194	-0.243618	lidar	0.52579	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.1042	10.6667	5.09457	0.0783895	-0.248028	radar	0.301447	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.8434	10.7665	5.1616	0.10061	-0.207011	lidar	4.068	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.5779	10.8169	5.15795	0.104184	-0.186147	radar	1.3638	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.3592	10.7718	5.02909	0.0638189	-0.223993	lidar	1.71712	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.1096	10.8006	4.96993	0.0625198	-0.206446	radar	0.480911	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.8581	10.8715	5.01244	0.0760563	-0.178612	lidar	2.21156	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.5784	10.8932	5.09217	0.068983	-0.176162	radar	2.80865	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.3558	10.9043	5.01981	0.0565869	-0.181659	lidar	0.622591	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.0781	10.8511	5.36758	-0.00205249	-0.271189	radar	8.29455	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.7712	10.8273	5.44278	-0.0229358	-0.277874	lidar	2.65986	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.5145	10.8282	5.35355	-0.0302692	-0.265174	radar	0.410122	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.2874	10.8153	5.26256	-0.0473193	-0.271534	lidar	1.0885	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.0523	10.8605	4.94426	-0.0217072	-0.200938	radar	6.13689	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.78713	10.9145	5.011	-0.00574504	-0.170199	lidar	2.14861	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.57317	10.8824	4.91713	-0.0293227	-0.189499	radar	3.74917	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.30512	10.916	4.98562	-0.020117	-0.167162	lidar	0.844198	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.07177	10.8872	4.91105	-0.0370832	-0.174558	radar	2.41454	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.79613	10.9274	5.00104	-0.0230043	-0.147267	lidar	1.24201	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.57029	10.8758	4.92655	-0.0508415	-0.171654	radar	6.18335	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.43274	10.7858	4.64485	-0.0996558	-0.221984	lidar	3.63546	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.19265	10.789	4.60867	-0.0946687	-0.197147	radar	1.51674	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.8091	10.8617	4.98881	-0.050203	-0.127754	lidar	7.15117	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.55061	10.8597	4.92898	-0.0434284	-0.10107	radar	2.01257	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.26291	10.8553	5.02934	-0.0419174	-0.0918563	lidar	0.763355	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-7.04075	10.8795	4.83752	-0.0216671	-0.0460497	radar	3.20369	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
